SELECTED_ASOS_ID,CLIENT,FACILITY_NAME,WSPP7_AM,I24P7_AM,WSPP2_PM,WSPP7_PM,G24P2_PM,G24P5_PM,Q24P5_AM,Q24P2_AM,I24P2_AM,WSPP5_AM,TXNMN_AM,Q24P1_AM,S24P7_AM,TXNP9_PM,S24P2_AM,TXNP5_AM,W24P5_PM,TXNMN_PM,TXNP5_PM,S24P1_AM,I24P1_AM,W24P7_PM,WSPP9_PM,WSPP2_AM,G24P7_PM,I24P5_AM,TXNP1_AM,WSPP9_AM,Q24P9_AM,W24P2_PM,WSPP1_PM,W24P1_PM,S24P5_AM,TXNP2_AM,W24P9_PM,G24P1_PM,SITE,DATE,Q24P7_AM,TXNP9_AM,I24P9_AM,TXNP7_AM,WSPP5_PM,WSPP1_AM,TXNP2_PM,S24P9_AM,TXNP1_PM,G24P9_PM,TXNP7_PM
SVN,EsteMauder,Lakeside Processing Facility,8,,6,8,21,23,,,,6,65,,,87,,65,15,84,84,,,16,8,6,24,,64,8,,13,6,12,,64,17,19,SVN,2025-04-03,,67,,66,6,6,83,,81,26,85
SVN,EsteMauder,Horizon Tech Park,6,0,6,6,19,21,0,0,0,6,65,0,0,88,0,65,13,85,85,0,0,14,8,4,22,0,64,8,0,12,4,11,0,64,15,18,SVN,2025-04-04,0,67,0,66,6,4,84,0,83,24,86
SVN,EsteMauder,Lakeside Processing Facility,6,0,6,6,19,21,0,0,0,6,65,0,0,88,0,65,13,85,85,0,0,14,8,4,22,0,64,8,0,12,4,11,0,64,15,18,SVN,2025-04-04,0,67,0,66,6,4,84,0,83,24,86
SVN,EsteMauder,Horizon Tech Park,10,0,12,14,22,25,0,0,0,8,63,0,0,88,0,63,16,87,86,0,0,17,14,8,26,0,61,12,0,14,10,13,0,62,18,21,SVN,2025-04-05,0,65,0,64,12,6,86,0,85,28,87
SVN,EsteMauder,Lakeside Processing Facility,10,0,12,14,22,25,0,0,0,8,63,0,0,88,0,63,16,87,86,0,0,17,14,8,26,0,61,12,0,14,10,13,0,62,18,21,SVN,2025-04-05,0,65,0,64,12,6,86,0,85,28,87
SVN,EsteMauder,Horizon Tech Park,12,0,12,16,24,26,0,0,0,10,65,0,0,90,0,65,17,87,87,0,0,19,17,10,28,0,63,16,0,16,10,15,0,64,21,23,SVN,2025-04-06,0,67,0,66,14,8,86,0,86,31,88
SVN,EsteMauder,Lakeside Processing Facility,12,0,12,16,24,26,0,0,0,10,65,0,0,90,0,65,17,87,87,0,0,19,17,10,28,0,63,16,0,16,10,15,0,64,21,23,SVN,2025-04-06,0,67,0,66,14,8,86,0,86,31,88
SVN,EsteMauder,Horizon Tech Park,12,0,6,12,20,24,0,0,0,10,65,0,0,89,0,65,15,83,84,0,0,17,12,8,27,0,62,14,0.35,13,4,11,0,64,20,18,SVN,2025-04-07,0.02,67,0,66,8,6,79,0,75,30,87
SVN,EsteMauder,Lakeside Processing Facility,12,0,6,12,20,24,0,0,0,10,65,0,0,89,0,65,15,83,84,0,0,17,12,8,27,0,62,14,0.35,13,4,11,0,64,20,18,SVN,2025-04-07,0.02,67,0,66,8,6,79,0,75,30,87
SVN,EsteMauder,Horizon Tech Park,12,0,6,12,19,21,0.97,0.37,0,10,51,0.02,0,78,0,52,14,71,71,0,0,16,14,8,24,0,46,16,2.24,12,4,10,0,48,18,17,SVN,2025-04-08,1.71,57,0,54,8,6,67,0,64,27,74
SVN,EsteMauder,Lakeside Processing Facility,12,0,6,12,19,21,0.97,0.37,0,10,51,0.02,0,78,0,52,14,71,71,0,0,16,14,8,24,0,46,16,2.24,12,4,10,0,48,18,17,SVN,2025-04-08,1.71,57,0,54,8,6,67,0,64,27,74
SVN,EsteMauder,Horizon Tech Park,14,0,6,10,17,20,0,0,0,12,45,0,0,76,0,45,13,69,68,0,0,16,12,10,23,0,39,16,0.58,10,4,9,0,43,18,15,SVN,2025-04-09,0,51,0,49,8,8,65,0,63,27,73
SVN,EsteMauder,Lakeside Processing Facility,14,0,6,10,17,20,0,0,0,12,45,0,0,76,0,45,13,69,68,0,0,16,12,10,23,0,39,16,0.58,10,4,9,0,43,18,15,SVN,2025-04-09,0,51,0,49,8,8,65,0,63,27,73
SVN,EsteMauder,Horizon Tech Park,10,0,4,10,15,17,0,0,0,8,47,0,0,80,0,46,10,74,75,0,0,14,12,6,21,0,41,12,0,9,4,7,0,44,16,12,SVN,2025-04-10,0,54,0,50,8,4,71,0,68,24,78
SVN,EsteMauder,Lakeside Processing Facility,10,0,4,10,15,17,0,0,0,8,47,0,0,80,0,46,10,74,75,0,0,14,12,6,21,0,41,12,0,9,4,7,0,44,16,12,SVN,2025-04-10,0,54,0,50,8,4,71,0,68,24,78
SVN,EsteMauder,Horizon Tech Park,10,0,6,12,17,20,0,0,0,6,51,0,0,84,0,51,13,78,79,0,0,15,14,4,23,0,46,10,0.08,11,4,9,0,48,18,15,SVN,2025-04-11,0,56,0,54,8,4,76,0,71,26,82
SVN,EsteMauder,Lakeside Processing Facility,10,0,6,12,17,20,0,0,0,6,51,0,0,84,0,51,13,78,79,0,0,15,14,4,23,0,46,10,0.08,11,4,9,0,48,18,15,SVN,2025-04-11,0,56,0,54,8,4,76,0,71,26,82
MCJ,EsteMauder,Bluewave Water Treatment,12,,10,14,39,43,,,,10,76,,,92,,76,29,89,89,,,30,14,8,45,,75,12,,27,10,25,,75,32,37,MCJ,2025-04-03,,78,,77,12,8,88,,87,49,91
MCJ,EsteMauder,Orchard Chemical Solutions,12,,10,14,39,43,,,,10,76,,,92,,76,29,89,89,,,30,14,8,45,,75,12,,27,10,25,,75,32,37,MCJ,2025-04-03,,78,,77,12,8,88,,87,49,91
MCJ,EsteMauder,Bluewave Water Treatment,12,0,12,14,40,45,0,0,0,10,77,0,0,91,0,77,30,89,89,0,0,32,17,8,48,0,75,14,0.05,28,12,26,0,76,33,36,MCJ,2025-04-04,0,78,0,77,14,8,88,0,86,51,90
MCJ,EsteMauder,Orchard Chemical Solutions,12,0,12,14,40,45,0,0,0,10,77,0,0,91,0,77,30,89,89,0,0,32,17,8,48,0,75,14,0.05,28,12,26,0,76,33,36,MCJ,2025-04-04,0,78,0,77,14,8,88,0,86,51,90
MCJ,EsteMauder,Bluewave Water Treatment,14,0,8,12,36,41,0,0,0,12,77,0,0,89,0,77,27,86,86,0,0,31,14,10,47,0,76,16,0.31,25,4,22,0,76,33,32,MCJ,2025-04-05,0.03,79,0,78,10,8,83,0,81,50,88
MCJ,EsteMauder,Orchard Chemical Solutions,14,0,8,12,36,41,0,0,0,12,77,0,0,89,0,77,27,86,86,0,0,31,14,10,47,0,76,16,0.31,25,4,22,0,76,33,32,MCJ,2025-04-05,0.03,79,0,78,10,8,83,0,81,50,88
MCJ,EsteMauder,Bluewave Water Treatment,14,0,10,12,32,34,0.55,0.21,0,12,57,0.03,0,67,0,57,24,62,63,0,0,26,14,12,38,0,51,16,1.9,22,10,20,0,53,29,30,MCJ,2025-04-06,1.16,62,0,60,12,8,60,0,58,42,65
MCJ,EsteMauder,Orchard Chemical Solutions,14,0,10,12,32,34,0.55,0.21,0,12,57,0.03,0,67,0,57,24,62,63,0,0,26,14,12,38,0,51,16,1.9,22,10,20,0,53,29,30,MCJ,2025-04-06,1.16,62,0,60,12,8,60,0,58,42,65
MCJ,EsteMauder,Bluewave Water Treatment,10,0,8,10,23,27,0,0,0,8,50,0,0,71,0,51,18,66,66,0,0,20,12,6,30,0,44,12,0.06,16,6,13,0,48,23,19,MCJ,2025-04-07,0,55,0,53,8,4,63,0,60,34,69
MCJ,EsteMauder,Orchard Chemical Solutions,10,0,8,10,23,27,0,0,0,8,50,0,0,71,0,51,18,66,66,0,0,20,12,6,30,0,44,12,0.06,16,6,13,0,48,23,19,MCJ,2025-04-07,0,55,0,53,8,4,63,0,60,34,69
MCJ,EsteMauder,Bluewave Water Treatment,6,0,6,10,18,21,0,0,0,4,51,0,0,79,0,51,15,73,73,0,0,17,10,4,24,0,46,6,0,13,4,11,0,49,19,16,MCJ,2025-04-08,0,56,0,54,8,2,68,0,67,27,76
MCJ,EsteMauder,Orchard Chemical Solutions,6,0,6,10,18,21,0,0,0,4,51,0,0,79,0,51,15,73,73,0,0,17,10,4,24,0,46,6,0,13,4,11,0,49,19,16,MCJ,2025-04-08,0,56,0,54,8,2,68,0,67,27,76
MCJ,EsteMauder,Bluewave Water Treatment,6,0,8,10,19,23,0,0,0,4,54,0,0,85,0,54,16,77,77,0,0,18,10,4,27,0,48,8,0,14,6,12,0,51,21,17,MCJ,2025-04-09,0,59,0,57,10,2,73,0,71,31,81
MCJ,EsteMauder,Orchard Chemical Solutions,6,0,8,10,19,23,0,0,0,4,54,0,0,85,0,54,16,77,77,0,0,18,10,4,27,0,48,8,0,14,6,12,0,51,21,17,MCJ,2025-04-09,0,59,0,57,10,2,73,0,71,31,81
MCJ,EsteMauder,Bluewave Water Treatment,6,0,6,10,19,23,0,0,0,4,58,0,0,89,0,58,16,82,83,0,0,19,12,2,28,0,50,8,0,14,4,12,0,55,22,17,MCJ,2025-04-10,0,65,0,62,8,2,79,0,75,33,86
MCJ,EsteMauder,Orchard Chemical Solutions,6,0,6,10,19,23,0,0,0,4,58,0,0,89,0,58,16,82,83,0,0,19,12,2,28,0,50,8,0,14,4,12,0,55,22,17,MCJ,2025-04-10,0,65,0,62,8,2,79,0,75,33,86
MCJ,EsteMauder,Bluewave Water Treatment,6,0,6,10,21,24,0,0,0,4,61,0,0,91,0,62,17,85,86,0,0,19,12,4,27,0,55,8,0,15,4,13,0,58,22,17,MCJ,2025-04-11,0,67,0,65,8,2,82,0,79,32,89
MCJ,EsteMauder,Orchard Chemical Solutions,6,0,6,10,21,24,0,0,0,4,61,0,0,91,0,62,17,85,86,0,0,19,12,4,27,0,55,8,0,15,4,13,0,58,22,17,MCJ,2025-04-11,0,67,0,65,8,2,82,0,79,32,89
BKF,EsteMauder,Aspen Biotech Center,6,,8,12,18,21,,,,4,25,,,47,,25,15,41,41,,,17,12,2,25,,20,6,,12,6,11,,22,20,16,BKF,2025-04-03,,29,,27,10,2,37,,34,29,44
BKF,EsteMauder,Western Energy Refinery,6,,8,12,18,21,,,,4,25,,,47,,25,15,41,41,,,17,12,2,25,,20,6,,12,6,11,,22,20,16,BKF,2025-04-03,,29,,27,10,2,37,,34,29,44
BKF,EsteMauder,Aspen Biotech Center,6,0,12,14,26,31,0.28,0.13,0,4,26,0.04,1.9,48,0.1,26,21,43,43,0,0,24,16,4,37,0,20,6,0.89,18,8,15,0.6,23,26,23,BKF,2025-04-04,0.52,31,0,28,12,2,39,3.8,36,39,46
BKF,EsteMauder,Western Energy Refinery,6,0,12,14,26,31,0.28,0.13,0,4,26,0.04,1.9,48,0.1,26,21,43,43,0,0,24,16,4,37,0,20,6,0.89,18,8,15,0.6,23,26,23,BKF,2025-04-04,0.52,31,0,28,12,2,39,3.8,36,39,46
BKF,EsteMauder,Aspen Biotech Center,10,0,6,10,19,22,0.51,0.27,0,8,20,0.13,5.8,46,2.3,21,15,38,39,1.6,0,19,10,6,28,0,16,12,1.18,13,6,11,3.2,18,22,17,BKF,2025-04-05,0.9,25,0,23,8,4,34,8.5,31,32,41
BKF,EsteMauder,Western Energy Refinery,10,0,6,10,19,22,0.51,0.27,0,8,20,0.13,5.8,46,2.3,21,15,38,39,1.6,0,19,10,6,28,0,16,12,1.18,13,6,11,3.2,18,22,17,BKF,2025-04-05,0.9,25,0,23,8,4,34,8.5,31,32,41
BKF,EsteMauder,Aspen Biotech Center,8,0,6,10,17,19,0.01,0,0,6,19,0,0.8,60,0,19,12,53,54,0,0,14,10,6,23,0,12,8,0.23,11,6,10,0,16,17,16,BKF,2025-04-06,0.08,25,0,23,8,6,49,1.1,44,26,57
BKF,EsteMauder,Western Energy Refinery,8,0,6,10,17,19,0.01,0,0,6,19,0,0.8,60,0,19,12,53,54,0,0,14,10,6,23,0,12,8,0.23,11,6,10,0,16,17,16,BKF,2025-04-06,0.08,25,0,23,8,6,49,1.1,44,26,57
BKF,EsteMauder,Aspen Biotech Center,8,0,6,10,18,20,0,0,0,6,27,0,0,71,0,27,13,63,64,0,0,16,12,6,24,0,19,8,0,12,6,11,0,23,18,17,BKF,2025-04-07,0,33,0,31,8,4,59,0,54,27,68
BKF,EsteMauder,Western Energy Refinery,8,0,6,10,18,20,0,0,0,6,27,0,0,71,0,27,13,63,64,0,0,16,12,6,24,0,19,8,0,12,6,11,0,23,18,17,BKF,2025-04-07,0,33,0,31,8,4,59,0,54,27,68
BKF,EsteMauder,Aspen Biotech Center,8,0,8,10,19,21,0,0,0,8,35,0,0,76,0,35,14,71,72,0,0,17,12,6,25,0,26,10,0,13,6,11,0,30,22,17,BKF,2025-04-08,0,44,0,40,8,6,69,0,66,31,74
BKF,EsteMauder,Western Energy Refinery,8,0,8,10,19,21,0,0,0,8,35,0,0,76,0,35,14,71,72,0,0,17,12,6,25,0,26,10,0,13,6,11,0,30,22,17,BKF,2025-04-08,0,44,0,40,8,6,69,0,66,31,74
BKF,EsteMauder,Aspen Biotech Center,8,0,8,12,19,23,0,0,0,6,39,0,0,81,0,40,15,74,75,0,0,18,12,6,28,0,33,8,0.05,13,6,12,0,36,24,18,BKF,2025-04-09,0,45,0,43,10,4,70,0,63,36,78
BKF,EsteMauder,Western Energy Refinery,8,0,8,12,19,23,0,0,0,6,39,0,0,81,0,40,15,74,75,0,0,18,12,6,28,0,33,8,0.05,13,6,12,0,36,24,18,BKF,2025-04-09,0,45,0,43,10,4,70,0,63,36,78
BKF,EsteMauder,Aspen Biotech Center,8,0,6,10,19,23,0,0,0,6,42,0,0,88,0,42,14,78,80,0,0,17,12,4,26,0,36,8,0.05,13,4,11,0,38,21,17,BKF,2025-04-10,0,49,0,46,8,4,74,0,65,32,85
BKF,EsteMauder,Western Energy Refinery,8,0,6,10,19,23,0,0,0,6,42,0,0,88,0,42,14,78,80,0,0,17,12,4,26,0,36,8,0.05,13,4,11,0,38,21,17,BKF,2025-04-10,0,49,0,46,8,4,74,0,65,32,85
BKF,EsteMauder,Aspen Biotech Center,8,0,6,10,20,23,0,0,0,6,45,0,0,92,0,45,15,84,86,0,0,17,12,6,27,0,36,8,0,13,4,12,0,40,20,17,BKF,2025-04-11,0,54,0,51,8,4,79,0,73,32,90
BKF,EsteMauder,Western Energy Refinery,8,0,6,10,20,23,0,0,0,6,45,0,0,92,0,45,15,84,86,0,0,17,12,6,27,0,36,8,0,13,4,12,0,40,20,17,BKF,2025-04-11,0,54,0,51,8,4,79,0,73,32,90
ATT,EsteMauder,Willow Creek Textile Mill,10,,6,8,22,24,,,,8,72,,,97,,72,11,93,93,,,13,10,6,27,,70,10,,10,4,9,,71,14,19,ATT,2025-04-03,,74,,73,8,4,91,,88,30,95
ATT,EsteMauder,Willow Creek Textile Mill,10,0,8,12,27,31,0,0,0,8,72,0,0,99,0,73,14,93,93,0,0,16,14,8,35,0,70,12,0.23,13,6,11,0,72,17,24,ATT,2025-04-04,0.06,75,0,74,10,6,89,0,86,38,96
ATT,EsteMauder,Willow Creek Textile Mill,12,0,8,16,27,30,0.35,0.09,0,10,69,0,0,89,0,71,14,81,82,0,0,16,17,8,34,0,61,14,1.67,13,6,11,0,66,17,24,ATT,2025-04-05,1,75,0,72,12,6,77,0,71,38,86
ATT,EsteMauder,Willow Creek Textile Mill,16,0,10,12,27,30,0.04,0,0,14,46,0,0,67,0,46,14,61,61,0,0,15,14,12,33,0,41,17,0.44,13,8,12,0,43,17,25,ATT,2025-04-06,0.19,53,0,50,10,10,58,0,57,36,64
ATT,EsteMauder,Willow Creek Textile Mill,8,0,6,10,15,19,0,0,0,6,43,0,0,77,0,43,8,70,70,0,0,10,10,4,23,0,38,10,0,7,4,6,0,41,12,13,ATT,2025-04-07,0,48,0,46,8,4,66,0,63,27,74
ATT,EsteMauder,Willow Creek Textile Mill,6,0,6,10,14,18,0,0,0,4,46,0,0,85,0,46,8,77,76,0,0,9,12,4,21,0,39,8,0,6,6,5,0,42,11,12,ATT,2025-04-08,0,51,0,49,8,2,72,0,69,25,81
ATT,EsteMauder,Willow Creek Textile Mill,8,0,8,10,16,20,0,0,0,6,50,0,0,92,0,51,9,82,82,0,0,11,12,4,25,0,43,10,0,7,6,6,0,46,12,13,ATT,2025-04-09,0,57,0,54,10,2,77,0,76,28,86
ATT,EsteMauder,Willow Creek Textile Mill,8,0,6,10,16,19,0,0,0,6,55,0,0,94,0,55,8,88,89,0,0,10,10,4,23,0,49,8,0,7,4,6,0,52,12,14,ATT,2025-04-10,0,62,0,59,8,4,85,0,80,27,92
ATT,EsteMauder,Willow Creek Textile Mill,8,0,6,10,17,20,0,0,0,6,59,0,0,97,0,59,9,90,91,0,0,10,14,4,23,0,52,10,0,8,4,6,0,55,12,14,ATT,2025-04-11,0,66,0,62,10,4,86,0,82,27,95
CMH,EsteMauder,Pinehill Medical Center,12,,4,6,29,32,,,,10,65,,,79,,65,22,74,75,,,25,8,8,37,,61,14,,20,4,17,,62,29,26,CMH,2025-04-03,,69,,67,6,8,71,,68,42,77
CMH,EsteMauder,Pinehill Medical Center,8,0,6,8,20,22,1.18,0.69,0,8,52,0.3,0,72,0,51,14,66,65,0,0,15,10,6,24,0,49,10,2.18,12,6,11,0,50,17,18,CMH,2025-04-04,1.7,55,0,53,8,4,62,0,60,28,68
CMH,EsteMauder,Pinehill Medical Center,14,0,6,10,28,31,0.92,0.46,0,12,56,0.16,0,87,0,56,21,78,77,0,0,23,14,8,35,0,52,17,1.88,19,4,16,0,53,28,24,CMH,2025-04-05,1.47,62,0,59,10,6,73,0,72,37,81
CMH,EsteMauder,Pinehill Medical Center,12,0,8,12,24,26,1.75,1.05,0,10,48,0.44,0,77,0,46,18,57,53,0,0,23,14,8,31,0,40,16,2.87,16,6,14,0,43,28,21,CMH,2025-04-06,2.3,61,0,51,10,6,50,0,46,39,63
CMH,EsteMauder,Pinehill Medical Center,10,0,8,12,24,27,0.24,0.07,0,6,36,0,0,58,0,36,18,51,52,0,0,21,14,6,29,0,32,12,0.92,16,6,14,0,33,24,22,CMH,2025-04-07,0.51,41,0,38,10,4,47,0,44,32,56
CMH,EsteMauder,Pinehill Medical Center,10,0,6,10,22,26,0,0,0,8,29,0,0,55,0,29,18,46,45,0,0,21,10,8,30,0,24,12,0.13,15,4,12,0,27,23,19,CMH,2025-04-08,0.04,34,0,32,8,6,41,0.2,39,33,50
CMH,EsteMauder,Pinehill Medical Center,8,0,6,8,19,23,0,0,0,6,30,0,0,68,0,29,15,57,57,0,0,18,10,4,28,0,25,10,0.04,12,4,10,0,27,21,17,CMH,2025-04-09,0,37,0,32,6,4,51,0,44,30,62
CMH,EsteMauder,Pinehill Medical Center,10,0,6,10,21,25,0,0,0,8,40,0,0,73,0,40,17,64,66,0,0,20,12,6,29,0,31,10,0.14,13,4,11,0,34,24,17,CMH,2025-04-10,0,48,0,45,8,4,60,0,50,33,70
CMH,EsteMauder,Pinehill Medical Center,10,0,6,10,22,25,0.03,0,0,8,44,0,0,76,0,46,17,65,66,0,0,20,12,4,28,0,34,12,0.49,14,4,10,0,42,23,17,CMH,2025-04-11,0.23,51,0,49,8,2,61,0,54,32,70
SAN,EsteMauder,Maplewood Packaging Plant,8,,8,10,18,20,,,,6,51,,,63,,50,12,61,61,,,13,10,4,21,,48,10,,11,6,10,,49,14,16,SAN,2025-04-03,,55,,52,8,4,60,,59,23,62
SAN,EsteMauder,Maplewood Packaging Plant,4,0,8,10,14,16,0,0,0,2,48,0,0,66,0,48,10,65,65,0,0,11,10,2,18,0,45,4,0,10,6,9,0,47,12,12,SAN,2025-04-04,0,50,0,49,8,0,64,0,64,20,65
SAN,EsteMauder,Maplewood Packaging Plant,4,0,8,10,14,16,0,0,0,4,51,0,0,71,0,51,10,68,68,0,0,11,10,2,19,0,47,6,0,9,6,9,0,50,12,12,SAN,2025-04-05,0,53,0,52,8,2,67,0,67,21,70
SAN,EsteMauder,Maplewood Packaging Plant,6,0,8,10,16,18,0,0,0,4,54,0,0,75,0,54,11,73,73,0,0,12,12,4,20,0,48,8,0,10,8,10,0,51,13,15,SAN,2025-04-06,0,58,0,56,10,2,72,0,70,22,74
SAN,EsteMauder,Maplewood Packaging Plant,6,0,8,10,12,14,0,0,0,4,55,0,0,73,0,56,10,70,70,0,0,11,10,2,18,0,50,6,0,9,6,9,0,53,12,11,SAN,2025-04-07,0,60,0,58,8,2,69,0,67,20,72
SAN,EsteMauder,Maplewood Packaging Plant,4,0,8,8,12,14,0,0,0,4,54,0,0,74,0,54,9,71,71,0,0,10,10,2,16,0,52,6,0,9,6,8,0,53,12,10,SAN,2025-04-08,0,57,0,56,8,2,69,0,67,19,72
SAN,EsteMauder,Maplewood Packaging Plant,4,0,6,8,11,12,0,0,0,4,57,0,0,80,0,57,9,75,75,0,0,10,8,4,14,0,53,6,0,8,6,7,0,55,11,10,SAN,2025-04-09,0,60,0,59,8,2,73,0,72,17,77
SAN,EsteMauder,Maplewood Packaging Plant,4,0,6,8,12,13,0,0,0,4,60,0,0,82,0,60,9,77,77,0,0,10,8,2,15,0,56,6,0,9,4,8,0,58,11,10,SAN,2025-04-10,0,64,0,62,6,2,74,0,73,17,79
SAN,EsteMauder,Maplewood Packaging Plant,4,0,6,8,12,13,0,0,0,2,61,0,0,82,0,61,9,76,75,0,0,10,10,2,15,0,56,6,0,9,4,8,0,58,11,11,SAN,2025-04-11,0,65,0,63,8,2,73,0,70,19,78
FTY,EsteMauder,Metro Auto Assembly,8,,6,8,24,26,,,,6,65,,,94,,65,14,91,92,,,16,10,6,29,,63,8,,13,6,12,,63,17,23,FTY,2025-04-03,,67,,66,8,6,90,,87,31,93
FTY,EsteMauder,Metro Auto Assembly,6,0,6,8,21,23,0,0,0,6,65,0,0,95,0,65,12,92,93,0,0,13,8,4,25,0,62,8,0.01,11,6,10,0,64,14,19,FTY,2025-04-04,0,67,0,66,8,4,91,0,88,26,94
FTY,EsteMauder,Metro Auto Assembly,8,0,8,10,26,28,0,0,0,6,64,0,0,95,0,64,15,93,93,0,0,16,12,6,30,0,61,8,0.03,14,8,13,0,62,18,24,FTY,2025-04-05,0,67,0,66,10,6,92,0,90,32,94
FTY,EsteMauder,Metro Auto Assembly,12,0,6,10,30,33,0,0,0,10,65,0,0,90,0,65,18,83,83,0,0,20,12,8,35,0,62,16,0.03,17,6,15,0,64,21,28,FTY,2025-04-06,0,67,0,66,8,8,79,0,77,38,87
FTY,EsteMauder,Metro Auto Assembly,8,0,8,10,21,24,1.6,0.95,0,8,52,0.43,0,72,0,52,14,65,65,0,0,16,10,6,27,0,44,10,2.92,12,6,10,0,47,17,19,FTY,2025-04-07,2.31,58,0,55,8,6,61,0,58,30,68
FTY,EsteMauder,Metro Auto Assembly,8,0,6,10,21,24,0,0,0,8,40,0,0,72,0,40,13,62,61,0,0,16,10,6,29,0,34,10,0.96,11,4,10,0,37,18,18,FTY,2025-04-08,0.07,45,0,43,8,6,58,0,54,32,67
FTY,EsteMauder,Metro Auto Assembly,6,0,4,6,14,17,0,0,0,6,37,0,0,78,0,36,9,67,67,0,0,11,6,4,20,0,30,8,0,7,2,6,0,33,14,11,FTY,2025-04-09,0,45,0,40,4,4,61,0,57,24,72
FTY,EsteMauder,Metro Auto Assembly,6,0,4,8,15,18,0,0,0,4,42,0,0,80,0,41,10,73,73,0,0,12,10,2,23,0,34,8,0,8,2,6,0,37,16,11,FTY,2025-04-10,0,50,0,46,6,2,69,0,65,27,77
FTY,EsteMauder,Metro Auto Assembly,8,0,4,10,18,23,0,0,0,6,47,0,0,83,0,47,13,75,75,0,0,16,12,4,28,0,39,8,0.15,10,2,8,0,45,19,13,FTY,2025-04-11,0,53,0,50,8,2,70,0,65,33,79
LUK,EsteMauder,Golden Plains Agribusiness,8,,2,6,24,29,,,,8,61,,,84,,61,19,77,78,,,21,6,6,35,,57,12,,15,2,13,,58,24,20,LUK,2025-04-03,,66,,64,4,6,74,,70,39,81
LUK,EsteMauder,Crimson Electronics Lab,8,,2,6,24,29,,,,8,61,,,84,,61,19,77,78,,,21,6,6,35,,57,12,,15,2,13,,58,24,20,LUK,2025-04-03,,66,,64,4,6,74,,70,39,81
LUK,EsteMauder,Golden Plains Agribusiness,8,0,4,8,20,23,2.08,1.29,0,6,51,0.79,0,83,0,50,14,73,73,0,0,15,8,6,26,0,47,8,3.41,12,4,11,0,48,17,18,LUK,2025-04-04,2.75,57,0,53,6,4,69,0,66,32,78
LUK,EsteMauder,Crimson Electronics Lab,8,0,4,8,20,23,2.08,1.29,0,6,51,0.79,0,83,0,50,14,73,73,0,0,15,8,6,26,0,47,8,3.41,12,4,11,0,48,17,18,LUK,2025-04-04,2.75,57,0,53,6,4,69,0,66,32,78
LUK,EsteMauder,Golden Plains Agribusiness,14,0,6,12,29,32,1.39,0.65,0,10,57,0.24,0,93,0,57,20,84,83,0,0,23,14,8,36,0,52,16,2.86,18,4,16,0,54,25,25,LUK,2025-04-05,2.28,63,0,61,8,6,78,0,76,38,89
