SELECTED_ASOS_ID,CLIENT,FACILITY_NAME,WSPP7_AM,I24P7_AM,WSPP2_PM,WSPP7_PM,G24P2_PM,G24P5_PM,Q24P5_AM,Q24P2_AM,I24P2_AM,WSPP5_AM,TXNMN_AM,Q24P1_AM,S24P7_AM,TXNP9_PM,S24P2_AM,TXNP5_AM,W24P5_PM,TXNMN_PM,TXNP5_PM,S24P1_AM,I24P1_AM,W24P7_PM,WSPP9_PM,WSPP2_AM,G24P7_PM,I24P5_AM,TXNP1_AM,WSPP9_AM,Q24P9_AM,W24P2_PM,WSPP1_PM,W24P1_PM,S24P5_AM,TXNP2_AM,W24P9_PM,G24P1_PM,SITE,DATE,Q24P7_AM,TXNP9_AM,I24P9_AM,TXNP7_AM,WSPP5_PM,WSPP1_AM,TXNP2_PM,S24P9_AM,TXNP1_PM,G24P9_PM,TXNP7_PM
LUK,EsteMauder,Crimson Electronics Lab,14,0,6,12,29,32,1.39,0.65,0,10,57,0.24,0,93,0,57,20,84,83,0,0,23,14,8,36,0,52,16,2.86,18,4,16,0,54,25,25,LUK,2025-04-05,2.28,63,0,61,8,6,78,0,76,38,89
LUK,EsteMauder,Golden Plains Agribusiness,10,0,6,10,23,26,2.75,1.84,0,8,48,0.7,0,81,0,46,17,62,58,0,0,20,12,8,32,0,42,14,4.12,15,6,13,0,44,25,20,LUK,2025-04-06,3.48,59,0,52,8,4,55,0,50,40,72
LUK,EsteMauder,Crimson Electronics Lab,10,0,6,10,23,26,2.75,1.84,0,8,48,0.7,0,81,0,46,17,62,58,0,0,20,12,8,32,0,42,14,4.12,15,6,13,0,44,25,20,LUK,2025-04-06,3.48,59,0,52,8,4,55,0,50,40,72
LUK,EsteMauder,Golden Plains Agribusiness,8,0,6,10,22,25,0.21,0.04,0,6,36,0,0,63,0,36,16,56,57,0,0,18,12,4,28,0,32,10,1.13,14,4,12,0,33,21,19,LUK,2025-04-07,0.56,40,0,38,8,2,51,0,47,31,61
LUK,EsteMauder,Crimson Electronics Lab,8,0,6,10,22,25,0.21,0.04,0,6,36,0,0,63,0,36,16,56,57,0,0,18,12,4,28,0,32,10,1.13,14,4,12,0,33,21,19,LUK,2025-04-07,0.56,40,0,38,8,2,51,0,47,31,61
LUK,EsteMauder,Golden Plains Agribusiness,8,0,4,8,18,23,0,0,0,6,30,0,0,61,0,30,15,51,49,0,0,18,10,4,27,0,25,10,0.08,11,2,10,0,27,20,14,LUK,2025-04-08,0.01,35,0,32,6,4,45,0,43,31,55
LUK,EsteMauder,Crimson Electronics Lab,8,0,4,8,18,23,0,0,0,6,30,0,0,61,0,30,15,51,49,0,0,18,10,4,27,0,25,10,0.08,11,2,10,0,27,20,14,LUK,2025-04-08,0.01,35,0,32,6,4,45,0,43,31,55
LUK,EsteMauder,Golden Plains Agribusiness,6,0,4,6,17,21,0,0,0,4,31,0,0,73,0,29,13,62,62,0,0,15,10,4,25,0,26,8,0.01,10,2,8,0,27,18,12,LUK,2025-04-09,0,37,0,32,6,2,55,0,50,29,69
LUK,EsteMauder,Crimson Electronics Lab,6,0,4,6,17,21,0,0,0,4,31,0,0,73,0,29,13,62,62,0,0,15,10,4,25,0,26,8,0.01,10,2,8,0,27,18,12,LUK,2025-04-09,0,37,0,32,6,2,55,0,50,29,69
LUK,EsteMauder,Golden Plains Agribusiness,8,0,4,10,20,24,0,0,0,6,39,0,0,79,0,40,15,70,71,0,0,17,10,4,28,0,31,10,0.2,12,2,10,0,34,21,16,LUK,2025-04-10,0,48,0,44,6,2,63,0,57,33,76
LUK,EsteMauder,Crimson Electronics Lab,8,0,4,10,20,24,0,0,0,6,39,0,0,79,0,40,15,70,71,0,0,17,10,4,28,0,31,10,0.2,12,2,10,0,34,21,16,LUK,2025-04-10,0,48,0,44,6,2,63,0,57,33,76
LUK,EsteMauder,Golden Plains Agribusiness,8,0,6,8,19,23,0.03,0,0,6,43,0,0,83,0,44,14,71,72,0,0,17,10,4,27,0,35,10,0.62,12,4,9,0,42,20,15,LUK,2025-04-11,0.28,49,0,47,8,2,66,0,58,32,77
LUK,EsteMauder,Crimson Electronics Lab,8,0,6,8,19,23,0.03,0,0,6,43,0,0,83,0,44,14,71,72,0,0,17,10,4,27,0,35,10,0.62,12,4,9,0,42,20,15,LUK,2025-04-11,0.28,49,0,47,8,2,66,0,58,32,77
TIW,EsteMauder,Urban Infrastructure Hub,2,,4,4,9,11,,,,2,40,,,58,,40,7,56,56,,,8,6,2,13,,38,2,,6,2,6,,39,9,8,TIW,2025-04-03,,42,,41,4,0,55,,54,16,57
TIW,EsteMauder,Urban Infrastructure Hub,2,0,2,4,10,12,0,0,0,2,40,0,0,65,0,40,8,63,63,0,0,9,6,0,14,0,37,2,0,7,2,6,0,38,10,6,TIW,2025-04-04,0,42,0,42,4,0,62,0,61,17,64
TIW,EsteMauder,Urban Infrastructure Hub,2,0,2,4,8,10,0,0,0,2,43,0,0,68,0,43,7,66,67,0,0,8,6,2,12,0,39,2,0,6,2,5,0,40,9,7,TIW,2025-04-05,0,47,0,45,4,0,66,0,64,14,67
TIW,EsteMauder,Urban Infrastructure Hub,4,0,4,6,13,16,0,0,0,2,47,0,0,70,0,47,10,62,62,0,0,12,8,2,21,0,43,4,0,8,2,7,0,45,15,10,TIW,2025-04-06,0,50,0,49,6,2,56,0,54,24,68
TIW,EsteMauder,Urban Infrastructure Hub,8,0,8,10,22,25,0.15,0.03,0,6,47,0,0,59,0,47,14,57,57,0,0,17,12,4,30,0,44,10,0.39,13,4,10,0,46,18,18,TIW,2025-04-07,0.27,49,0,49,8,2,55,0,54,34,58
TIW,EsteMauder,Urban Infrastructure Hub,8,0,6,10,23,28,0.12,0.05,0,6,45,0,0,60,0,45,15,56,56,0,0,18,12,4,33,0,43,10,0.3,12,4,10,0,44,20,17,TIW,2025-04-08,0.21,47,0,46,10,2,54,0,54,37,58
TIW,EsteMauder,Urban Infrastructure Hub,6,0,4,8,15,20,0.11,0.01,0,4,45,0,0,65,0,45,11,60,59,0,0,14,10,2,25,0,42,8,0.35,9,2,7,0,44,15,12,TIW,2025-04-09,0.23,48,0,47,6,2,57,0,56,28,62
TIW,EsteMauder,Urban Infrastructure Hub,4,0,4,8,14,19,0,0,0,4,46,0,0,69,0,46,11,62,62,0,0,13,10,2,24,0,42,8,0.2,9,4,7,0,43,16,11,TIW,2025-04-10,0.06,49,0,48,6,2,58,0,56,28,66
TIW,EsteMauder,Urban Infrastructure Hub,6,0,6,10,15,20,0,0,0,4,47,0,0,72,0,47,12,61,59,0,0,15,10,2,26,0,43,8,0.2,10,4,8,0,44,17,13,TIW,2025-04-11,0.09,50,0,49,8,2,54,0,52,30,67
CWN,EsteMauder,Liberty Steelworks,6,,6,8,18,22,,,,4,29,,,49,,29,12,42,42,,,14,10,4,26,,25,8,,11,4,10,,27,17,16,CWN,2025-04-03,,33,,32,6,4,37,,34,30,45
CWN,EsteMauder,Frontier Robotics Center,6,,6,8,18,22,,,,4,29,,,49,,29,12,42,42,,,14,10,4,26,,25,8,,11,4,10,,27,17,16,CWN,2025-04-03,,33,,32,6,4,37,,34,30,45
CWN,EsteMauder,Liberty Steelworks,6,0,10,12,26,32,0.12,0.04,0,4,26,0.01,1.7,48,0.2,26,18,43,43,0.1,0,21,14,2,40,0,21,6,0.47,15,8,12,0.8,23,24,21,CWN,2025-04-04,0.26,32,0,29,10,2,40,2.9,37,48,45
CWN,EsteMauder,Frontier Robotics Center,6,0,10,12,26,32,0.12,0.04,0,4,26,0.01,1.7,48,0.2,26,18,43,43,0.1,0,21,14,2,40,0,21,6,0.47,15,8,12,0.8,23,24,21,CWN,2025-04-04,0.26,32,0,29,10,2,40,2.9,37,48,45
CWN,EsteMauder,Liberty Steelworks,10,0,6,8,21,26,0.36,0.18,0,8,22,0.07,4.3,44,0.8,23,15,35,36,0.3,0,18,10,6,33,0,16,12,0.84,12,4,10,2.2,19,22,18,CWN,2025-04-05,0.58,28,0,25,8,4,30,6.1,27,43,40
CWN,EsteMauder,Frontier Robotics Center,10,0,6,8,21,26,0.36,0.18,0,8,22,0.07,4.3,44,0.8,23,15,35,36,0.3,0,18,10,6,33,0,16,12,0.84,12,4,10,2.2,19,22,18,CWN,2025-04-05,0.58,28,0,25,8,4,30,6.1,27,43,40
CWN,EsteMauder,Liberty Steelworks,6,0,6,8,17,20,0.03,0,0,4,21,0,1,59,0,20,12,51,52,0,0,14,10,4,25,0,12,8,0.22,10,4,8,0.2,15,16,14,CWN,2025-04-06,0.1,30,0,25,6,4,47,1.6,42,29,56
CWN,EsteMauder,Frontier Robotics Center,6,0,6,8,17,20,0.03,0,0,4,21,0,1,59,0,20,12,51,52,0,0,14,10,4,25,0,12,8,0.22,10,4,8,0.2,15,16,14,CWN,2025-04-06,0.1,30,0,25,6,4,47,1.6,42,29,56
CWN,EsteMauder,Liberty Steelworks,6,0,6,10,18,21,0,0,0,6,30,0,0,70,0,30,12,62,63,0,0,14,10,4,24,0,21,6,0,11,6,9,0,25,15,15,CWN,2025-04-07,0,38,0,35,8,4,58,0,55,27,65
CWN,EsteMauder,Frontier Robotics Center,6,0,6,10,18,21,0,0,0,6,30,0,0,70,0,30,12,62,63,0,0,14,10,4,24,0,21,6,0,11,6,9,0,25,15,15,CWN,2025-04-07,0,38,0,35,8,4,58,0,55,27,65
CWN,EsteMauder,Liberty Steelworks,6,0,6,10,19,24,0,0,0,6,38,0,0,77,0,38,13,71,71,0,0,16,12,4,29,0,30,8,0,11,4,10,0,33,19,17,CWN,2025-04-08,0,48,0,43,8,4,69,0,65,37,74
CWN,EsteMauder,Frontier Robotics Center,6,0,6,10,19,24,0,0,0,6,38,0,0,77,0,38,13,71,71,0,0,16,12,4,29,0,30,8,0,11,4,10,0,33,19,17,CWN,2025-04-08,0,48,0,43,8,4,69,0,65,37,74
CWN,EsteMauder,Liberty Steelworks,6,0,6,10,21,25,0,0,0,6,45,0,0,82,0,45,14,75,77,0,0,17,12,6,32,0,38,8,0.02,12,6,10,0,41,23,18,CWN,2025-04-09,0,51,0,49,8,4,71,0,65,46,80
CWN,EsteMauder,Frontier Robotics Center,6,0,6,10,21,25,0,0,0,6,45,0,0,82,0,45,14,75,77,0,0,17,12,6,32,0,38,8,0.02,12,6,10,0,41,23,18,CWN,2025-04-09,0,51,0,49,8,4,71,0,65,46,80
CWN,EsteMauder,Liberty Steelworks,6,0,6,10,20,24,0,0,0,6,48,0,0,89,0,48,14,80,82,0,0,16,12,4,29,0,40,8,0.01,12,4,10,0,44,18,18,CWN,2025-04-10,0,56,0,52,8,4,75,0,66,35,86
CWN,EsteMauder,Frontier Robotics Center,6,0,6,10,20,24,0,0,0,6,48,0,0,89,0,48,14,80,82,0,0,16,12,4,29,0,40,8,0.01,12,4,10,0,44,18,18,CWN,2025-04-10,0,56,0,52,8,4,75,0,66,35,86
CWN,EsteMauder,Liberty Steelworks,6,0,6,10,19,23,0,0,0,4,51,0,0,93,0,51,13,85,88,0,0,15,12,4,27,0,41,8,0,11,4,10,0,46,18,17,CWN,2025-04-11,0,60,0,57,8,2,81,0,74,33,91
CWN,EsteMauder,Frontier Robotics Center,6,0,6,10,19,23,0,0,0,4,51,0,0,93,0,51,13,85,88,0,0,15,12,4,27,0,41,8,0,11,4,10,0,46,18,17,CWN,2025-04-11,0,60,0,57,8,2,81,0,74,33,91
JRB,EsteMauder,Riverbend Recycling Center,14,,10,14,26,29,,,,12,45,,,72,,45,19,69,69,,,20,16,10,31,,44,14,,17,10,16,,44,22,25,JRB,2025-04-03,,46,,45,12,10,67,,65,34,71
JRB,EsteMauder,Neptune Shipping Terminal,14,,10,14,26,29,,,,12,45,,,72,,45,19,69,69,,,20,16,10,31,,44,14,,17,10,16,,44,22,25,JRB,2025-04-03,,46,,45,12,10,67,,65,34,71
JRB,EsteMauder,Riverbend Recycling Center,8,0,4,8,17,19,0.16,0.05,0,8,57,0.02,0,69,0,56,13,63,63,0,0,14,8,6,21,0,53,10,0.66,12,2,10,0,55,16,16,JRB,2025-04-04,0.39,62,0,59,6,6,60,0,58,23,66
JRB,EsteMauder,Neptune Shipping Terminal,8,0,4,8,17,19,0.16,0.05,0,8,57,0.02,0,69,0,56,13,63,63,0,0,14,8,6,21,0,53,10,0.66,12,2,10,0,55,16,16,JRB,2025-04-04,0.39,62,0,59,6,6,60,0,58,23,66
JRB,EsteMauder,Riverbend Recycling Center,12,0,8,12,22,25,0.04,0,0,10,48,0,0,57,0,48,17,52,51,0,0,19,12,10,28,0,46,14,0.3,15,6,14,0,47,20,20,JRB,2025-04-05,0.14,50,0,49,10,8,49,0,48,31,54
JRB,EsteMauder,Neptune Shipping Terminal,12,0,8,12,22,25,0.04,0,0,10,48,0,0,57,0,48,17,52,51,0,0,19,12,10,28,0,46,14,0.3,15,6,14,0,47,20,20,JRB,2025-04-05,0.14,50,0,49,10,8,49,0,48,31,54
JRB,EsteMauder,Riverbend Recycling Center,10,0,8,14,21,27,0.22,0.09,0,8,48,0.02,0,76,0,47,18,67,68,0,0,21,17,4,31,0,44,14,0.92,14,6,12,0,46,23,18,JRB,2025-04-06,0.55,53,0,49,12,4,62,0,53,35,73
JRB,EsteMauder,Neptune Shipping Terminal,10,0,8,14,21,27,0.22,0.09,0,8,48,0.02,0,76,0,47,18,67,68,0,0,21,17,4,31,0,44,14,0.92,14,6,12,0,46,23,18,JRB,2025-04-06,0.55,53,0,49,12,4,62,0,53,35,73
JRB,EsteMauder,Riverbend Recycling Center,12,0,8,12,22,25,0.23,0.08,0,10,49,0.01,0,62,0,49,17,55,56,0,0,20,12,10,29,0,43,12,0.82,15,6,14,0,45,22,20,JRB,2025-04-07,0.47,57,0,52,10,8,52,0,49,32,59
JRB,EsteMauder,Neptune Shipping Terminal,12,0,8,12,22,25,0.23,0.08,0,10,49,0.01,0,62,0,49,17,55,56,0,0,20,12,10,29,0,43,12,0.82,15,6,14,0,45,22,20,JRB,2025-04-07,0.47,57,0,52,10,8,52,0,49,32,59
JRB,EsteMauder,Riverbend Recycling Center,12,0,10,14,26,30,0,0,0,12,41,0,0,54,0,41,20,49,49,0,0,23,17,10,32,0,35,16,0.46,18,10,16,0,38,26,23,JRB,2025-04-08,0.1,46,0,44,12,6,46,0,44,37,51
JRB,EsteMauder,Neptune Shipping Terminal,12,0,10,14,26,30,0,0,0,12,41,0,0,54,0,41,20,49,49,0,0,23,17,10,32,0,35,16,0.46,18,10,16,0,38,26,23,JRB,2025-04-08,0.1,46,0,44,12,6,46,0,44,37,51
JRB,EsteMauder,Riverbend Recycling Center,12,0,8,12,23,26,0,0,0,10,36,0,0,56,0,36,17,50,50,0,0,20,12,10,30,0,32,14,0.1,16,6,13,0,34,24,19,JRB,2025-04-09,0,39,0,37,10,6,47,0,46,34,53
JRB,EsteMauder,Neptune Shipping Terminal,12,0,8,12,23,26,0,0,0,10,36,0,0,56,0,36,17,50,50,0,0,20,12,10,30,0,32,14,0.1,16,6,13,0,34,24,19,JRB,2025-04-09,0,39,0,37,10,6,47,0,46,34,53
JRB,EsteMauder,Riverbend Recycling Center,10,0,8,12,21,24,0,0,0,8,40,0,0,61,0,40,16,55,56,0,0,18,12,6,26,0,35,10,0,15,6,13,0,37,22,18,JRB,2025-04-10,0,45,0,43,10,4,52,0,49,31,58
JRB,EsteMauder,Neptune Shipping Terminal,10,0,8,12,21,24,0,0,0,8,40,0,0,61,0,40,16,55,56,0,0,18,12,6,26,0,35,10,0,15,6,13,0,37,22,18,JRB,2025-04-10,0,45,0,43,10,4,52,0,49,31,58
JRB,EsteMauder,Riverbend Recycling Center,10,0,8,12,20,23,0,0,0,8,45,0,0,63,0,45,16,57,57,0,0,19,14,6,28,0,39,12,0.31,14,6,11,0,42,23,16,JRB,2025-04-11,0.01,50,0,48,10,4,54,0,51,33,60
JRB,EsteMauder,Neptune Shipping Terminal,10,0,8,12,20,23,0,0,0,8,45,0,0,63,0,45,16,57,57,0,0,19,14,6,28,0,39,12,0.31,14,6,11,0,42,23,16,JRB,2025-04-11,0.01,50,0,48,10,4,54,0,51,33,60
DAL,EsteMauder,Sunrise Logistics Hub,10,,6,8,21,24,,,,8,64,,,89,,64,14,79,79,,,17,10,6,27,,59,12,,13,6,11,,61,19,18,DAL,2025-04-03,,71,,67,8,4,73,,69,31,85
DAL,EsteMauder,Sunrise Logistics Hub,10,0,6,10,26,30,0.64,0.28,0,8,64,0.1,0,88,0,64,18,82,82,0,0,21,10,6,35,0,58,12,2.7,17,4,14,0,61,23,22,DAL,2025-04-04,1.41,73,0,68,8,4,78,0,73,38,86
DAL,EsteMauder,Sunrise Logistics Hub,14,0,10,17,29,33,3.27,2.59,0,10,60,1.3,0,76,0,59,20,68,67,0,0,23,19,8,38,0,52,16,4.6,18,8,16,0,55,26,26,DAL,2025-04-05,3.9,71,0,64,14,6,63,0,59,43,72
DAL,EsteMauder,Sunrise Logistics Hub,16,0,8,12,28,32,0.58,0.14,0,14,44,0.01,0,63,0,44,19,57,57,0,0,22,14,12,36,0,39,17,2.25,17,6,16,0,41,25,24,DAL,2025-04-06,1.38,48,0,46,10,10,54,0,52,41,59
DAL,EsteMauder,Sunrise Logistics Hub,8,0,4,8,14,17,0,0,0,6,42,0,0,73,0,42,11,66,66,0,0,13,10,4,22,0,38,10,0,9,4,8,0,40,16,12,DAL,2025-04-07,0,46,0,45,6,4,63,0,60,26,70
DAL,EsteMauder,Sunrise Logistics Hub,8,0,6,10,15,20,0,0,0,6,47,0,0,82,0,47,12,72,72,0,0,15,12,4,25,0,40,10,0,9,4,7,0,44,17,12,DAL,2025-04-08,0,53,0,50,8,4,68,0,62,31,77
DAL,EsteMauder,Sunrise Logistics Hub,10,0,8,10,19,24,0,0,0,8,51,0,0,87,0,52,14,79,78,0,0,17,12,6,29,0,42,12,0,11,6,9,0,47,19,15,DAL,2025-04-09,0,59,0,55,10,4,74,0,71,33,83
DAL,EsteMauder,Sunrise Logistics Hub,10,0,6,10,16,21,0,0,0,8,56,0,0,90,0,56,12,83,84,0,0,15,12,4,25,0,50,10,0,10,2,8,0,53,18,13,DAL,2025-04-10,0,62,0,60,8,4,80,0,76,31,87
DAL,EsteMauder,Sunrise Logistics Hub,10,0,6,10,16,22,0,0,0,6,59,0,0,93,0,59,13,85,86,0,0,16,14,4,27,0,52,10,0,10,4,8,0,55,18,13,DAL,2025-04-11,0,65,0,63,8,4,82,0,74,31,89
BDU,EsteMauder,Northpoint Warehouse,4,,6,8,11,14,,,,2,28,,,47,,28,8,40,40,,,11,10,2,19,,22,6,,6,4,5,,24,15,9,BDU,2025-04-03,,32,,30,8,2,37,,34,27,43
BDU,EsteMauder,Northpoint Warehouse,6,0,8,12,21,25,0.21,0.08,0,4,28,0.01,1.2,47,0,27,15,41,41,0,0,19,12,2,31,0,22,6,0.84,11,8,9,0.4,25,24,17,BDU,2025-04-04,0.47,33,0,31,10,2,38,2.1,35,40,44
BDU,EsteMauder,Northpoint Warehouse,6,0,6,8,10,12,0.38,0.15,0,4,24,0.04,5.3,47,2.3,24,7,39,38,1.5,0,10,8,4,17,0,19,8,1.18,5,4,4,3.3,22,16,9,BDU,2025-04-05,0.82,29,0,26,6,2,34,8.1,31,26,43
BDU,EsteMauder,Northpoint Warehouse,8,0,6,8,13,17,0,0,0,6,22,0,0.4,60,0,21,10,54,55,0,0,12,10,6,21,0,14,10,0.18,8,4,6,0,17,16,11,BDU,2025-04-06,0.05,30,0,25,6,4,51,1.1,46,26,58
BDU,EsteMauder,Northpoint Warehouse,8,0,6,8,14,17,0,0,0,6,31,0,0,70,0,32,10,64,65,0,0,13,8,6,20,0,23,10,0,8,4,7,0,27,15,12,BDU,2025-04-07,0,39,0,35,6,4,61,0,58,24,68
BDU,EsteMauder,Northpoint Warehouse,8,0,6,10,17,21,0,0,0,8,41,0,0,76,0,42,13,71,72,0,0,17,12,6,31,0,33,10,0,10,6,8,0,37,23,13,BDU,2025-04-08,0,48,0,46,8,4,69,0,66,39,74
BDU,EsteMauder,Northpoint Warehouse,8,0,6,10,18,22,0,0,0,8,46,0,0,82,0,46,13,74,76,0,0,20,12,6,34,0,39,10,0.05,11,4,9,0,43,28,14,BDU,2025-04-09,0,51,0,48,8,6,71,0,63,48,79
BDU,EsteMauder,Northpoint Warehouse,8,0,4,8,16,22,0,0,0,6,49,0,0,89,0,49,14,79,82,0,0,16,10,6,27,0,42,10,0.04,10,2,8,0,45,21,14,BDU,2025-04-10,0,56,0,53,6,4,75,0,68,35,85
BDU,EsteMauder,Northpoint Warehouse,8,0,4,8,14,19,0,0,0,6,52,0,0,92,0,52,13,85,87,0,0,15,12,4,23,0,42,10,0,8,2,6,0,47,17,11,BDU,2025-04-11,0,60,0,58,6,4,81,0,74,29,90
BUF,EsteMauder,Ironclad Foundry,19,,10,14,40,45,,,,17,51,,,73,,51,27,68,68,,,30,14,14,50,,47,23,,25,10,23,,49,31,36,BUF,2025-04-03,,55,,53,12,12,65,,63,54,70
BUF,EsteMauder,Highland Data Center,19,,10,14,40,45,,,,17,51,,,73,,51,27,68,68,,,30,14,14,50,,47,23,,25,10,23,,49,31,36,BUF,2025-04-03,,55,,53,12,12,65,,63,54,70
BUF,EsteMauder,Ironclad Foundry,4,0,4,6,16,19,0.01,0,0,4,41,0,0,60,0,41,12,56,56,0,0,14,8,4,22,0,38,6,0.27,11,4,10,0,39,16,14,BUF,2025-04-04,0.09,44,0,42,6,2,54,0,53,24,58
BUF,EsteMauder,Highland Data Center,4,0,4,6,16,19,0.01,0,0,4,41,0,0,60,0,41,12,56,56,0,0,14,8,4,22,0,38,6,0.27,11,4,10,0,39,16,14,BUF,2025-04-04,0.09,44,0,42,6,2,54,0,53,24,58
BUF,EsteMauder,Ironclad Foundry,10,0,6,10,23,28,0.19,0.03,0,10,42,0,0,68,0,42,18,62,63,0,0,22,12,8,35,0,39,12,0.69,15,4,13,0,40,25,20,BUF,2025-04-05,0.42,44,0,43,8,6,58,0,54,40,66
BUF,EsteMauder,Highland Data Center,10,0,6,10,23,28,0.19,0.03,0,10,42,0,0,68,0,42,18,62,63,0,0,22,12,8,35,0,39,12,0.69,15,4,13,0,40,25,20,BUF,2025-04-05,0.42,44,0,43,8,6,58,0,54,40,66
BUF,EsteMauder,Ironclad Foundry,8,0,6,10,18,21,0.75,0.36,0,6,41,0.17,0,56,0,39,14,51,48,0,0,17,12,6,25,0,37,10,1.55,13,6,11,0,38,27,16,BUF,2025-04-06,1.16,46,0,41,10,4,46,0,44,42,52
BUF,EsteMauder,Highland Data Center,8,0,6,10,18,21,0.75,0.36,0,6,41,0.17,0,56,0,39,14,51,48,0,0,17,12,6,25,0,37,10,1.55,13,6,11,0,38,27,16,BUF,2025-04-06,1.16,46,0,41,10,4,46,0,44,42,52
BUF,EsteMauder,Ironclad Foundry,10,0,8,12,24,28,0.13,0,0,8,33,0,0,52,0,33,18,45,46,0,0,22,14,6,34,0,30,12,0.58,16,6,14,0,31,26,21,BUF,2025-04-07,0.34,36,0,34,10,4,42,0.1,37,39,49
BUF,EsteMauder,Highland Data Center,10,0,8,12,24,28,0.13,0,0,8,33,0,0,52,0,33,18,45,46,0,0,22,14,6,34,0,30,12,0.58,16,6,14,0,31,26,21,BUF,2025-04-07,0.34,36,0,34,10,4,42,0.1,37,39,49
BUF,EsteMauder,Ironclad Foundry,12,0,8,12,26,29,0.03,0,0,10,28,0,1.1,43,0,28,20,39,38,0,0,23,14,8,34,0,25,12,0.23,17,8,16,0.1,26,26,23,BUF,2025-04-08,0.11,32,0,30,10,6,36,1.9,34,41,41
BUF,EsteMauder,Highland Data Center,12,0,8,12,26,29,0.03,0,0,10,28,0,1.1,43,0,28,20,39,38,0,0,23,14,8,34,0,25,12,0.23,17,8,16,0.1,26,26,23,BUF,2025-04-08,0.11,32,0,30,10,6,36,1.9,34,41,41
BUF,EsteMauder,Ironclad Foundry,10,0,8,10,24,30,0,0,0,10,27,0,0.7,56,0,27,19,46,44,0,0,22,12,8,35,0,23,12,0.14,16,6,14,0,26,25,20,BUF,2025-04-09,0.04,31,0,29,10,6,40,2.2,37,41,50
BUF,EsteMauder,Highland Data Center,10,0,8,10,24,30,0,0,0,10,27,0,0.7,56,0,27,19,46,44,0,0,22,12,8,35,0,23,12,0.14,16,6,14,0,26,25,20,BUF,2025-04-09,0.04,31,0,29,10,6,40,2.2,37,41,50
BUF,EsteMauder,Ironclad Foundry,10,0,6,10,21,28,0,0,0,8,35,0,0,68,0,34,18,57,57,0,0,21,12,6,33,0,27,12,0.1,15,4,12,0,29,25,17,BUF,2025-04-10,0.02,44,0,40,8,6,50,0.4,42,39,64
BUF,EsteMauder,Highland Data Center,10,0,6,10,21,28,0,0,0,8,35,0,0,68,0,34,18,57,57,0,0,21,12,6,33,0,27,12,0.1,15,4,12,0,29,25,17,BUF,2025-04-10,0.02,44,0,40,8,6,50,0.4,42,39,64
BUF,EsteMauder,Ironclad Foundry,10,0,6,10,19,24,0,0,0,8,39,0,0,67,0,40,16,58,59,0,0,18,12,6,29,0,30,12,0.3,13,4,12,0,36,22,16,BUF,2025-04-11,0.12,46,0,43,8,4,53,0,48,34,65
BUF,EsteMauder,Highland Data Center,10,0,6,10,19,24,0,0,0,8,39,0,0,67,0,40,16,58,59,0,0,18,12,6,29,0,30,12,0.3,13,4,12,0,36,22,16,BUF,2025-04-11,0.12,46,0,43,8,4,53,0,48,34,65
